Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
2,2,4,48,1212,a,ship,low,f,1
4,1,2,9,4091,c,ship,medium,f,0
7,4,4,9,1378,a,flight,medium,f,1
4,5,4,4,4776,d,flight,medium,f,1
4,2,2,48,2371,b,ship,high,f,1
3,1,2,45,3496,f,flight,low,f,1
3,1,3,9,5735,a,ship,low,f,0
5,5,3,41,1367,c,ship,high,m,1
3,4,2,48,1102,d,ship,medium,m,1
4,1,4,22,2231,a,ship,medium,f,1
3,5,4,2,4809,f,ship,medium,m,0
3,1,2,37,3517,f,ship,medium,m,1
3,4,10,2,4336,f,ship,medium,f,1
5,2,5,8,4656,b,flight,medium,m,0
2,3,3,43,1251,b,ship,low,f,1
3,5,3,8,5980,f,ship,medium,f,0
4,3,3,3,4480,c,road,medium,m,0
2,4,5,4,4034,f,flight,medium,m,1
3,5,3,6,5397,f,ship,low,f,0
6,1,4,9,1305,f,ship,medium,m,0
4,1,3,8,5549,c,flight,low,f,0
7,3,4,2,1790,b,ship,low,m,1
7,1,4,9,1150,f,flight,medium,m,1
3,1,3,6,1361,c,ship,low,m,1
4,5,3,8,5576,f,road,medium,f,0
4,3,4,5,5008,b,road,low,m,1
4,4,5,5,1027,a,ship,high,f,1
3,2,4,10,5565,d,ship,medium,m,0
6,4,4,9,1436,a,flight,low,f,0
4,4,2,6,4076,d,flight,high,m,0
3,5,4,2,4640,d,ship,medium,f,0
3,5,3,9,4306,d,flight,low,m,0
3,3,3,2,4036,f,ship,high,f,1
4,3,3,33,1330,a,flight,low,m,1
5,4,5,9,1017,f,road,low,m,0
5,5,2,5,5178,d,ship,medium,f,1
6,2,4,6,1016,f,ship,medium,m,1
4,2,2,10,5959,f,ship,medium,f,0
4,3,3,20,2247,f,ship,medium,f,1
4,3,3,26,2624,d,ship,medium,m,1
5,2,6,3,1379,f,road,low,m,1
5,3,5,1,1871,f,flight,low,m,1
5,1,3,4,5033,f,ship,low,f,0
3,4,3,1,5144,b,road,high,m,0
5,5,3,8,4975,b,flight,medium,m,0
4,3,2,3,4555,a,ship,low,f,0
4,5,10,42,3521,b,ship,low,f,1
5,5,3,8,4586,f,ship,medium,m,1
4,1,3,39,1549,f,ship,medium,m,1
4,1,3,6,5335,f,ship,high,f,1
3,2,5,8,4595,c,ship,low,m,0
3,3,3,6,5187,a,road,low,f,0
4,2,3,14,3829,b,ship,medium,m,1
4,2,2,8,5243,a,flight,medium,f,1
6,2,4,10,2000,a,ship,low,f,1
3,5,2,61,3642,a,ship,medium,m,1
4,2,5,28,1247,f,road,low,f,1
7,1,4,9,1880,c,ship,low,f,1
6,3,4,9,1131,f,ship,low,m,1
3,3,3,52,1158,f,ship,medium,m,1
5,4,6,8,4615,c,ship,medium,f,1
6,3,4,2,1083,f,ship,low,f,0
6,3,5,57,1117,b,ship,medium,f,1
3,4,3,37,2215,f,ship,low,m,1
4,1,3,5,5232,b,road,low,f,0
3,5,4,9,4247,a,ship,medium,f,0
3,4,6,5,1853,b,ship,medium,m,1
4,2,2,7,5546,c,ship,low,m,1
3,3,3,45,2181,f,road,low,f,1
4,5,2,9,4656,d,ship,medium,f,0
4,2,3,2,1805,a,flight,medium,m,1
3,1,3,8,5415,f,road,medium,f,1
5,5,3,18,2415,f,flight,medium,f,1
5,4,2,1,5872,f,ship,low,m,1
4,4,5,7,4622,c,road,high,f,0
4,5,4,36,1191,a,ship,low,m,1
5,1,7,9,5558,f,flight,high,f,0
6,4,4,7,1141,a,ship,medium,m,1
4,3,4,1,4536,f,ship,medium,f,0
3,4,3,55,1293,c,ship,high,f,1
3,2,2,9,4859,a,road,low,m,0
3,1,3,51,3863,d,ship,medium,f,1
4,1,3,39,2427,b,ship,low,m,1
3,1,2,4,4804,d,ship,low,m,0
4,5,10,5,4244,b,road,medium,m,0
5,5,4,16,3564,d,road,high,f,1
6,5,4,4,1707,b,ship,low,f,1
3,5,3,46,1312,f,flight,medium,m,1
3,4,2,5,5223,b,ship,medium,f,0
4,4,3,6,4174,a,ship,low,m,1
5,2,4,4,4339,d,flight,high,m,1
3,5,2,4,3496,f,ship,medium,m,1
7,4,4,8,1717,b,ship,low,f,1
2,4,4,4,5408,f,flight,medium,f,0
3,1,2,10,4310,f,ship,high,f,0
6,1,6,1,4631,a,flight,low,m,1
4,5,2,5,5683,c,flight,medium,m,0
4,4,3,2,5420,f,road,high,m,0
4,5,10,8,4100,f,flight,medium,m,1
7,3,4,1,1793,c,flight,low,m,1
4,4,2,7,5190,a,ship,low,m,1
3,5,2,6,5181,f,ship,low,f,0
4,4,2,14,2945,c,ship,medium,f,1
4,2,2,10,5265,f,ship,high,f,0
4,1,3,10,5916,c,ship,medium,m,0
4,2,3,4,5800,a,road,low,m,0
3,1,3,8,4516,f,ship,medium,m,0
3,4,2,25,2774,a,ship,low,m,1
4,1,4,30,3896,f,ship,low,f,1
4,3,2,65,3485,c,ship,medium,m,1
6,4,4,10,1698,d,flight,low,f,0
6,5,4,4,1648,b,flight,medium,f,1
3,1,3,9,5489,f,ship,medium,m,0
4,4,2,4,4793,c,ship,low,f,0
7,5,5,3,1544,f,road,low,f,1
3,3,3,7,4942,b,ship,medium,m,0
3,3,2,32,1665,f,ship,low,m,1
5,2,5,2,5655,f,flight,medium,f,1
5,1,2,5,4369,f,ship,low,f,0
4,2,2,6,5543,c,ship,low,f,0
3,1,3,9,4459,b,flight,medium,m,1
5,4,2,45,3501,c,ship,low,f,1
4,4,3,8,5944,f,ship,low,m,1
5,1,5,6,1836,a,ship,high,f,1
4,4,2,3,4306,f,ship,medium,f,1
5,3,5,8,1001,b,flight,medium,m,0
6,5,4,2,1136,d,road,low,m,1
4,2,6,9,4030,d,ship,medium,f,0
4,1,3,36,1891,d,road,medium,f,1
6,3,5,32,1367,d,ship,medium,m,1
4,4,5,54,1203,f,ship,low,f,1
6,1,4,8,1524,b,ship,medium,f,0
4,4,7,3,5646,f,ship,low,f,1
3,1,2,5,4435,a,ship,medium,m,1
5,5,2,3,4348,d,ship,low,f,0
3,4,10,32,2064,f,flight,medium,f,1
2,3,3,40,1500,f,ship,high,m,1
4,2,3,4,5947,b,ship,low,f,0
6,1,6,13,2442,a,ship,low,f,1
6,3,5,1,1980,c,ship,low,f,0
5,2,3,6,5298,f,ship,medium,f,0
5,5,5,4,5908,c,flight,low,f,1
4,5,5,7,5833,f,ship,low,f,0
2,3,3,6,5006,b,ship,low,f,0
4,1,3,9,5886,c,road,medium,m,1
4,1,3,6,4343,c,ship,medium,m,1
5,4,3,15,2522,d,road,medium,m,1
5,5,2,7,4716,f,flight,low,m,0
4,1,2,63,3474,d,ship,medium,f,1
4,2,2,8,5654,c,ship,high,f,1
3,3,3,43,1518,f,ship,low,f,1
6,5,4,8,1755,f,ship,low,m,1
5,4,3,64,1677,d,ship,medium,m,1
4,1,3,3,4250,f,flight,medium,f,1
3,5,3,20,2937,b,flight,medium,f,1
3,4,2,15,3981,d,ship,high,m,1
5,4,3,60,3384,c,ship,low,f,1
3,1,3,61,3010,f,ship,medium,f,1
6,2,2,1,4053,c,road,high,m,0
6,3,4,6,1670,c,flight,low,m,1
3,1,2,8,5375,a,ship,medium,f,0
4,1,2,4,5783,d,ship,medium,m,0
5,5,2,10,5475,c,ship,medium,m,1
4,5,2,2,4425,f,ship,medium,m,0
4,5,3,7,5853,b,ship,low,m,0
6,4,5,8,4709,c,road,medium,f,0
3,5,2,10,5776,f,ship,low,f,0
4,3,3,10,2263,a,ship,medium,f,1
3,2,4,7,1879,d,ship,medium,m,0
5,1,3,4,4905,f,road,medium,f,1
3,2,3,9,5236,d,flight,medium,m,0
4,5,3,3,2758,d,road,medium,f,1
4,3,5,6,1555,f,ship,low,m,1
3,4,4,59,2939,b,ship,low,m,1
3,3,3,1,5297,f,ship,medium,f,0
6,2,2,6,1711,f,ship,low,m,0
3,3,2,48,1369,a,ship,medium,f,1
3,5,3,7,4411,b,ship,medium,m,1
5,5,5,10,1906,c,ship,medium,f,0
4,4,4,1,5520,f,flight,low,m,1
3,5,2,1,5803,f,flight,low,m,1
3,3,3,2,4777,f,ship,high,f,1
3,3,3,42,1363,f,ship,medium,f,1
5,2,3,26,1526,b,ship,low,m,1
5,1,3,2,4162,b,road,low,f,1
3,5,2,1,4573,c,flight,high,m,1
3,2,8,3,4388,a,ship,medium,m,1
5,1,3,65,2488,a,ship,medium,f,1
6,2,4,9,1220,c,ship,low,f,0
6,4,4,8,1691,a,ship,low,f,1
7,4,4,3,1805,c,flight,low,m,0
3,1,3,1,1417,a,ship,low,f,1
4,3,3,4,4551,c,ship,medium,f,0
3,2,2,10,4312,c,road,low,f,0
3,1,3,1,1517,c,flight,medium,f,1
5,5,4,12,2225,f,road,medium,f,1
5,3,3,3,4056,f,ship,medium,f,0
3,2,3,58,1785,f,ship,low,f,1
3,1,2,4,5521,f,ship,medium,f,0
5,2,3,5,4930,c,flight,low,m,0
5,2,2,10,5192,c,ship,low,f,0
3,5,3,2,5208,c,flight,low,m,0
4,2,3,3,1518,b,ship,low,m,1
4,3,2,2,4158,d,ship,medium,m,0
3,4,6,3,5605,b,flight,medium,f,0
5,1,5,1,4704,a,road,medium,m,0
6,1,4,9,1575,d,ship,low,m,0
4,1,3,9,4277,f,road,high,f,0
5,2,3,7,5980,a,ship,medium,f,0
4,4,2,44,2132,c,ship,medium,m,1
4,5,8,6,5700,a,road,medium,m,0
7,2,4,3,1070,f,ship,medium,m,1
3,4,2,42,1213,d,road,medium,f,1
4,1,3,9,5502,a,ship,medium,f,1
4,2,2,60,3368,f,ship,low,m,1
3,5,3,5,4407,b,ship,low,f,0
5,2,2,2,2075,b,flight,low,f,1
3,4,4,5,5545,b,flight,medium,m,1
5,4,2,2,5515,d,ship,medium,m,0
3,4,2,3,5481,f,ship,low,m,1
2,1,2,1,4135,c,flight,high,m,1
4,4,3,29,2915,f,flight,low,f,1
4,1,2,53,1251,a,ship,medium,m,1
6,5,4,6,1463,f,road,low,m,1
4,2,2,53,2673,f,ship,low,m,1
4,5,3,5,4512,a,flight,low,m,0
5,2,6,12,1920,f,ship,medium,m,1
4,3,3,22,1629,f,ship,high,f,1
3,3,3,20,1830,f,road,low,m,1
6,3,3,9,4293,a,road,medium,f,1
3,5,4,26,1769,d,ship,medium,f,1
6,5,4,3,1710,b,ship,low,m,1
4,5,4,4,5265,a,ship,low,f,0
3,4,3,8,4369,c,ship,medium,f,1
4,1,3,6,4681,f,ship,medium,m,1
3,3,6,7,4501,d,ship,low,m,1
4,3,3,4,4739,b,ship,medium,f,0
6,4,4,8,1480,b,ship,low,f,0
5,4,4,19,3298,b,road,low,f,1
5,3,4,3,1066,c,flight,low,f,1
4,5,10,5,4147,f,flight,high,f,1
4,2,2,1,1446,c,ship,low,f,1
2,5,6,9,5777,f,ship,medium,f,1
2,4,4,2,4267,b,road,low,m,1
7,5,4,1,1690,a,ship,low,m,1
2,1,3,6,1760,a,ship,low,m,1
4,4,3,9,4500,a,ship,medium,f,0
5,4,2,9,5706,b,flight,low,f,1
3,3,3,54,1712,f,ship,medium,m,1
3,3,8,3,4007,b,ship,medium,m,1
4,2,3,9,4955,f,road,low,m,0
4,5,5,6,1579,a,ship,medium,f,1
4,3,3,8,5298,f,ship,medium,f,1
4,2,5,5,1073,d,road,medium,m,1
5,3,2,6,5033,f,ship,high,f,0
4,1,4,58,3427,d,ship,low,f,1
5,3,7,3,3637,f,ship,medium,m,1
3,3,3,28,3652,c,ship,low,f,1
2,3,2,10,5957,b,ship,medium,f,0
4,3,4,58,3617,f,ship,medium,m,1
4,4,3,9,4425,b,ship,medium,f,1
4,1,5,3,1134,f,ship,low,m,0
5,3,3,45,3335,c,flight,low,f,1
3,4,3,7,4079,a,ship,low,f,1
4,4,3,9,4757,b,road,low,f,0
4,3,4,29,3141,b,ship,high,f,1
6,1,3,36,2536,c,flight,medium,f,1
3,1,2,2,4085,a,ship,medium,m,0
6,1,4,7,1007,c,ship,low,f,0
3,4,2,3,4930,b,ship,medium,m,0
3,4,5,10,4901,c,road,medium,m,1
4,5,3,20,3872,a,ship,high,m,1
7,3,4,4,1392,f,ship,low,m,0
3,1,2,65,1321,a,road,low,f,1
3,4,2,3,4179,c,ship,low,m,1
3,4,2,33,1811,f,flight,low,f,1
3,2,10,3,4073,f,ship,low,m,1
5,5,3,5,5084,a,ship,medium,f,0
3,4,3,31,3331,a,ship,medium,f,1
4,2,3,7,5675,f,ship,medium,m,1
3,5,3,1,4161,f,flight,medium,m,0
3,5,10,6,4380,a,flight,low,m,0
4,3,6,3,4278,a,flight,low,m,1
6,5,4,8,1569,a,road,low,m,1
5,3,5,10,1812,a,ship,medium,f,0
4,5,3,9,5489,b,ship,medium,f,1
3,2,2,7,5228,b,road,low,f,0
3,5,4,9,5791,b,ship,low,f,0
3,5,2,8,5021,a,ship,low,f,0
4,4,2,6,5833,b,ship,medium,f,1
4,3,3,2,4410,c,ship,low,m,0
5,1,2,9,5226,f,ship,low,m,0
5,5,6,9,3912,f,road,low,m,1
7,5,4,6,1344,d,ship,low,f,1
5,3,3,4,5858,c,ship,high,m,0
3,1,3,2,5827,f,ship,medium,f,1
4,1,7,7,4385,f,road,low,f,0
5,1,4,4,5363,a,ship,medium,m,0
3,3,6,2,5748,c,ship,medium,f,1
5,1,3,9,5146,f,flight,medium,m,0
4,4,3,10,5221,a,ship,low,m,0
6,1,5,9,1311,b,ship,low,f,1
3,2,4,6,5854,f,ship,low,m,0
3,1,3,16,1714,f,ship,medium,m,1
4,1,4,2,4091,f,flight,low,m,1
3,4,3,62,3589,f,ship,medium,f,1
3,3,3,14,2164,f,flight,low,m,1
5,3,10,34,3441,d,ship,medium,f,1
2,1,3,16,1882,c,flight,medium,m,1
2,4,4,7,5552,d,ship,low,m,1
5,4,3,7,4671,c,ship,low,m,1
3,4,3,1,4518,c,flight,low,f,1
5,5,5,8,1067,f,ship,low,f,0
3,2,2,10,4024,f,road,high,m,0
5,5,4,53,2624,f,ship,low,m,1
5,1,10,57,2377,a,road,medium,f,1
3,2,2,64,3595,a,ship,low,m,1
6,3,3,7,4620,b,ship,low,m,1
4,4,3,53,1782,f,ship,medium,m,1
5,2,6,6,1552,d,ship,low,f,0
5,5,3,5,3137,c,ship,low,f,1
4,5,4,2,4427,d,ship,low,f,0
4,4,2,9,4605,f,ship,medium,f,0
5,4,3,7,4199,d,flight,medium,f,1
5,3,3,48,1099,f,ship,medium,f,1
4,2,3,4,5345,b,ship,low,m,1
3,1,2,42,2803,c,ship,medium,f,1
4,5,5,16,3781,c,flight,medium,m,1
4,2,2,4,5393,c,flight,high,f,0
6,5,4,1,1039,c,road,low,m,1
3,4,2,55,2779,f,ship,high,f,1
5,4,5,10,1708,d,road,low,m,1
2,2,3,55,1273,a,ship,low,f,1
4,4,3,7,4090,f,ship,low,f,0
5,3,4,37,1290,c,ship,medium,f,1
5,2,5,1,1875,b,flight,low,m,1
3,2,3,1,5438,f,ship,medium,f,0
5,3,3,59,2270,f,ship,medium,m,1
4,5,3,64,1708,c,flight,low,f,1
5,2,3,51,3687,d,flight,low,f,1
5,4,5,9,1133,a,ship,low,m,1
4,3,3,58,2135,a,ship,medium,m,1
5,2,5,45,1707,f,flight,medium,f,1
4,1,3,26,1464,f,ship,high,m,1
3,4,2,2,3729,a,ship,medium,f,1
6,4,4,7,1226,c,ship,low,m,1
5,1,3,48,1299,f,flight,medium,f,1
5,2,8,5,4785,f,ship,low,m,0
5,2,6,9,4243,b,ship,medium,m,0
3,1,3,9,4278,d,ship,medium,m,0
4,3,3,6,4576,a,ship,medium,m,0
2,3,4,20,3135,a,ship,low,f,1
5,2,5,6,1059,c,road,high,m,0
4,1,5,8,1426,c,ship,low,m,1
5,2,2,29,2863,a,road,medium,f,1
6,2,4,3,1752,f,ship,low,f,0
5,5,4,4,1509,d,ship,low,m,1
5,2,5,56,1130,c,flight,high,f,1
5,5,3,9,4287,f,ship,medium,m,1
3,4,3,36,1779,f,road,high,m,1
5,4,8,7,4471,d,ship,low,m,0
6,4,4,4,1662,d,ship,low,m,1
6,4,4,6,1961,f,road,medium,f,0
5,4,3,4,4623,c,road,medium,m,0
4,3,3,5,4847,f,road,medium,f,1
4,3,2,10,4178,f,flight,medium,m,1
6,5,3,10,4972,b,flight,medium,m,0
3,2,3,47,2467,d,ship,medium,m,1
4,1,3,38,3258,f,ship,medium,m,1
3,3,6,6,5636,c,ship,high,f,0
6,5,3,1,5399,f,ship,high,f,1
5,5,3,2,4459,c,flight,medium,m,1
5,1,2,9,5435,c,ship,low,m,0
3,3,3,9,5016,f,ship,low,f,1
2,2,3,23,1283,c,ship,medium,f,1
4,5,3,10,4204,b,flight,medium,f,1
4,5,5,2,1087,c,ship,low,f,1
4,2,3,6,5764,d,road,medium,m,1
5,4,4,6,4412,c,ship,high,m,1
4,2,3,9,4102,f,ship,low,f,1
4,5,2,43,1087,a,flight,medium,f,1
3,4,3,21,3716,c,ship,medium,f,1
5,4,6,8,5098,f,road,medium,m,0
5,1,2,23,1479,b,road,high,m,1
5,3,4,9,4277,b,ship,low,m,0
3,4,2,64,2493,c,ship,high,f,1
4,1,4,6,5067,d,flight,low,m,0
4,4,4,1,4163,f,flight,high,m,1
4,4,2,8,5724,f,ship,low,m,0
4,1,2,1,5635,f,ship,medium,m,0
3,4,3,22,1378,b,ship,low,m,1
3,1,3,7,4874,f,ship,low,f,0
2,3,5,3,4124,a,ship,low,m,0
3,4,4,7,1627,f,ship,medium,f,1
4,2,2,31,2805,b,road,low,f,1
5,1,8,2,4023,f,ship,low,f,1
3,2,2,9,5085,b,flight,low,f,1
3,5,3,7,4910,b,flight,low,m,0
5,5,3,8,4227,f,ship,low,m,0
4,2,4,7,5571,f,flight,low,f,0
4,2,2,9,5026,f,ship,low,m,0
4,3,3,10,5782,d,ship,medium,m,1
5,5,4,8,1631,a,road,low,m,0
6,1,3,1,4637,f,road,low,m,1
3,2,3,4,5361,d,road,medium,f,0
2,3,3,12,3296,f,ship,medium,f,1
5,5,6,2,1550,d,flight,low,m,1
5,2,7,47,2174,a,flight,medium,f,1
3,4,2,6,4452,c,road,high,f,0
5,4,3,11,3545,f,flight,medium,f,1
3,5,3,6,5603,f,ship,low,f,0
3,2,2,9,5116,f,road,medium,f,0
3,2,3,6,4636,a,ship,medium,m,0
4,4,2,9,5070,f,ship,medium,m,0
3,1,3,8,4650,a,flight,medium,f,1
3,4,10,63,2455,d,flight,medium,m,1
3,3,3,8,4927,b,ship,medium,f,0
5,4,4,2,5215,f,flight,medium,f,0
4,3,4,2,5735,a,ship,medium,m,0
4,1,3,9,5148,a,ship,low,m,1
5,3,5,4,1567,c,ship,medium,f,0
6,4,4,8,1145,d,ship,low,f,1
3,4,2,39,2822,c,ship,high,f,1
4,5,3,10,4530,f,ship,low,f,1
5,4,6,6,1850,c,ship,low,m,1
3,4,3,7,5913,c,ship,low,m,0
3,3,2,2,5078,f,ship,low,f,0
4,3,2,8,5868,c,ship,medium,f,0
5,3,6,8,1421,d,ship,low,f,1
3,5,2,8,5715,c,road,medium,m,1
3,5,4,5,5677,f,ship,low,f,0
3,5,3,10,1701,c,flight,low,f,1
5,4,2,20,1549,a,ship,low,f,1
3,3,3,3,2255,a,ship,low,m,1
4,3,5,8,4736,d,flight,low,f,0
3,2,2,26,2370,c,road,low,f,1
4,2,2,1,5028,f,ship,low,m,1
3,4,3,2,5741,a,ship,medium,f,1
7,5,5,7,1260,f,ship,low,m,1
4,3,3,5,5703,a,ship,low,f,0
4,2,4,10,4575,b,ship,medium,f,1
6,4,4,5,4631,a,flight,low,f,0
4,1,3,36,2211,b,road,medium,m,1
3,4,4,53,1887,d,ship,medium,m,1
5,4,2,43,2971,a,ship,high,f,1
4,1,2,4,4686,c,ship,low,m,1
5,4,2,2,4217,f,ship,medium,f,1
4,2,3,6,4559,b,flight,high,f,0
6,1,4,5,1431,d,ship,medium,m,0
3,5,2,63,1141,d,ship,low,f,1
3,3,2,15,3231,c,ship,low,f,1
4,2,2,3,4090,f,road,medium,m,1
5,1,4,1,4584,b,ship,medium,m,1
3,2,3,39,3828,c,ship,medium,f,1
3,1,2,1,5073,c,ship,high,m,1
7,4,4,5,1073,f,ship,medium,m,0
4,4,2,6,3255,c,ship,medium,f,1
2,4,3,48,7684,f,ship,medium,f,1
3,2,3,8,5754,c,flight,high,m,1
5,2,5,27,3118,d,road,low,f,1
3,4,4,7,5731,b,ship,medium,f,0
3,4,2,9,5450,b,flight,medium,f,0
5,1,5,1,1654,b,road,medium,f,1
4,5,3,9,1138,f,ship,low,f,1
6,2,5,1,4314,f,ship,low,m,0
6,2,2,9,1993,c,flight,low,f,0
5,5,5,4,1311,d,road,low,f,0
2,1,5,10,1221,f,ship,low,m,1
5,1,3,10,4674,d,ship,low,f,1
4,3,2,2,4520,f,ship,low,m,1
3,4,3,52,1755,d,flight,medium,m,1
3,3,3,4,3791,c,ship,low,m,1
6,5,5,7,1209,c,ship,medium,f,1
4,2,3,2,4318,f,road,low,m,1
4,3,2,8,5961,f,flight,medium,m,1
5,2,5,10,1916,a,ship,medium,f,0
3,5,3,4,5817,b,ship,medium,f,0
3,2,2,35,2090,d,road,medium,f,1
4,5,8,4,5472,f,ship,medium,f,1
4,1,5,7,5380,f,road,low,m,0
3,1,10,9,4862,d,flight,medium,m,0
6,3,4,5,4184,f,flight,low,m,1
4,3,10,21,2943,d,road,low,f,1
5,4,5,10,1247,a,ship,low,m,0
4,4,3,2,4241,f,ship,medium,f,1
5,2,3,6,4883,c,ship,low,m,0
6,4,4,9,1595,f,road,low,m,0
5,4,2,3,5347,f,road,low,f,1
5,3,6,6,1519,f,flight,low,f,1
5,1,4,3,5595,d,ship,medium,m,0
4,5,2,6,5937,a,ship,medium,m,0
4,2,3,2,4790,c,road,low,m,1
5,1,4,5,5025,d,flight,low,f,1
4,1,4,5,4887,a,ship,medium,f,0
3,1,3,5,4720,f,ship,low,m,1
6,4,6,7,1117,d,ship,low,f,1
6,4,4,1,1539,f,ship,medium,f,1
3,5,3,9,5751,c,ship,medium,f,0
5,3,3,7,5675,f,ship,high,m,1
4,3,3,10,4086,a,ship,medium,f,1
3,2,4,9,5299,c,road,low,f,1
4,3,3,5,4038,d,ship,medium,m,1
4,3,2,4,5407,a,ship,medium,f,0
4,3,2,45,2732,a,ship,low,f,1
4,3,3,8,4826,f,ship,medium,f,0
4,3,3,3,4781,b,flight,medium,f,1
5,5,5,6,1630,f,ship,low,f,0
5,1,3,2,5032,f,road,high,f,0
4,1,10,10,5674,f,road,high,m,1
4,3,3,4,4495,d,flight,medium,f,0
4,3,3,41,1140,c,road,low,m,1
4,3,3,2,5298,b,ship,high,f,0
3,3,3,9,4993,b,ship,low,m,0
3,5,2,2,1043,c,ship,medium,f,1
3,3,4,3,4003,a,ship,low,f,1
3,3,2,8,4890,b,ship,medium,m,1
4,2,2,6,5729,f,ship,medium,m,0
4,5,4,3,5430,d,flight,medium,f,1
3,1,2,9,4947,d,ship,low,f,0
4,5,3,9,5594,f,ship,medium,f,0
4,5,2,10,5428,b,ship,medium,m,1
4,1,5,2,1912,d,ship,medium,f,0
5,3,5,9,1764,b,road,medium,m,1
3,2,2,3,4617,c,flight,medium,f,0
4,2,3,1,5114,d,road,low,m,0
5,5,5,10,4251,d,ship,medium,f,0
3,5,2,6,5893,c,ship,low,m,0
4,2,5,3,1197,a,road,medium,m,0
4,1,3,10,4906,d,ship,low,f,0
4,4,2,1,4729,c,road,medium,f,0
6,5,4,2,1943,d,ship,medium,f,0
4,5,3,10,4504,f,ship,medium,m,1
5,1,3,56,3538,c,ship,low,m,1
3,5,2,7,5069,a,ship,low,f,1
6,1,4,2,1679,c,ship,low,m,0
4,3,3,9,5602,b,ship,low,f,0
6,5,2,10,4013,f,ship,low,m,1
2,3,3,1,1738,f,ship,medium,f,0
3,4,3,10,2021,a,road,medium,m,1
3,1,2,7,4486,b,flight,low,m,1
5,3,2,6,1329,b,road,medium,m,1
6,2,4,1,1513,c,ship,medium,m,0
5,4,5,6,2000,f,ship,low,f,0
4,1,3,2,5189,f,ship,low,m,0
4,3,3,2,1915,d,ship,low,f,1
2,3,5,3,5444,c,ship,medium,m,1
6,5,4,9,1460,d,ship,low,f,0
6,2,4,10,1990,c,ship,low,f,1
4,2,6,9,1890,b,ship,medium,m,0
3,2,2,44,1212,d,ship,low,f,1
4,1,6,2,5734,c,ship,low,f,0
5,2,4,3,1740,c,ship,low,m,1
4,1,3,1,4831,f,flight,low,f,1
3,4,2,33,3798,a,ship,high,f,1
3,5,3,7,5379,a,flight,medium,m,1
4,3,3,6,4911,f,road,low,m,1
3,4,2,8,5449,f,ship,medium,m,1
4,3,3,5,5602,f,road,high,f,0
3,5,2,1,4133,a,road,low,m,0
4,4,4,6,4377,c,ship,low,m,1
3,1,4,3,4398,c,ship,medium,f,1
5,1,2,4,5761,c,ship,medium,m,0
4,4,2,6,5772,a,ship,low,m,0
3,4,2,5,4363,d,ship,high,f,0
3,1,3,54,1155,c,flight,low,f,1
3,2,4,8,5225,f,ship,medium,f,0
4,2,3,5,4985,f,ship,low,m,1
3,3,3,9,5082,f,ship,low,m,0
6,5,4,5,1600,b,ship,low,m,1
2,3,3,10,4933,b,ship,low,m,0
4,5,2,2,4429,d,ship,medium,f,0
6,4,4,10,1422,f,road,medium,f,0
4,2,3,64,2470,f,ship,low,m,1
6,5,4,8,1164,c,ship,low,m,1
6,2,6,1,4558,d,ship,medium,m,1
4,3,3,2,1095,b,ship,medium,m,1
4,5,2,1,5622,b,road,medium,m,0
4,4,3,9,4534,c,flight,medium,m,1
4,2,3,1,5361,c,ship,low,f,0
6,3,4,7,1079,b,ship,low,f,0
4,5,5,1,1991,f,road,low,f,1
7,5,4,10,1074,f,ship,low,f,1
3,2,2,29,3728,f,ship,low,f,1
5,1,4,4,5461,a,ship,medium,f,0
4,4,8,12,1326,f,flight,medium,m,1
4,2,3,2,3402,f,flight,low,m,1
4,1,2,5,4010,a,ship,low,f,1
4,5,5,6,1434,f,ship,medium,f,0
3,4,2,64,1777,c,road,medium,m,1
5,5,4,61,1265,f,ship,medium,m,1
4,1,3,6,4816,b,flight,medium,m,0
6,4,4,3,1586,f,ship,medium,f,0
4,4,3,6,4238,d,flight,high,f,1
5,5,3,5,4285,b,road,medium,m,1
3,1,2,28,2940,c,road,low,f,1
2,1,3,6,4411,f,ship,medium,f,1
6,2,4,7,1943,d,flight,low,m,0
4,2,5,4,1633,a,ship,medium,m,1
4,3,4,8,5106,c,ship,low,f,0
3,3,3,10,5374,f,ship,medium,m,1
7,5,4,7,1727,a,ship,low,f,0
5,3,3,1,4331,f,ship,low,f,0
5,3,4,2,5332,d,ship,low,f,0
3,5,3,10,5099,f,road,medium,m,1
3,3,2,38,1521,a,ship,medium,f,1
4,1,5,10,5492,c,road,low,m,0
3,2,3,40,2180,f,flight,low,m,1
6,3,5,6,1139,b,ship,low,m,0
5,1,2,10,5607,a,ship,high,f,1
5,3,3,6,5061,f,flight,low,f,1
4,5,3,1,1008,f,ship,low,f,0
2,5,6,17,1764,b,flight,high,f,1
4,1,3,59,3073,f,ship,low,m,1
6,4,5,8,5982,f,flight,medium,f,0
6,2,4,8,1967,f,road,high,f,0
4,2,2,17,3844,f,flight,low,m,1
3,1,2,8,5430,f,ship,medium,m,1
3,2,2,19,2992,f,road,high,m,1
6,5,4,31,3774,f,road,low,f,1
4,2,5,8,4493,d,ship,low,m,0
3,5,2,4,5291,c,ship,low,f,0
5,2,3,8,5000,b,ship,high,f,1
5,5,4,9,5592,b,ship,medium,f,1
3,3,2,65,1184,b,ship,medium,m,1
3,3,3,9,2752,b,ship,medium,m,1
